FECHA	HORA	Altura	Combinacion_Canya	Temperatura
11/12/2015	12:49:41	336.250000	3.000000	14.500000
11/12/2015	12:49:41	336.250000	3.000000	14.500000
11/12/2015	12:49:41	336.250000	3.000000	14.500000
11/12/2015	12:49:41	336.250000	3.000000	14.500000
11/12/2015	12:49:42	336.250000	3.000000	14.500000
11/12/2015	12:49:42	336.250000	3.000000	14.500000
11/12/2015	12:49:42	352.550000	3.000000	14.500000
11/12/2015	12:49:42	352.550000	3.000000	14.500000
11/12/2015	12:49:42	352.550000	3.000000	14.500000
11/12/2015	12:49:43	352.550000	3.000000	14.500000
11/12/2015	12:49:43	352.550000	3.000000	14.500000
11/12/2015	12:49:43	352.550000	3.000000	14.500000
11/12/2015	12:49:43	352.550000	3.000000	14.500000
11/12/2015	12:49:43	352.550000	3.000000	14.500000
11/12/2015	12:49:44	352.550000	3.000000	14.500000
11/12/2015	12:49:44	352.550000	3.000000	14.500000
11/12/2015	12:49:44	352.550000	3.000000	14.500000
11/12/2015	12:49:44	352.550000	3.000000	14.500000
11/12/2015	12:49:44	352.550000	3.000000	14.500000
11/12/2015	12:49:45	352.550000	3.000000	14.500000
11/12/2015	12:49:45	352.550000	3.000000	14.500000
11/12/2015	12:49:45	352.550000	3.000000	14.500000
11/12/2015	12:49:45	352.550000	3.000000	14.500000
11/12/2015	12:49:45	352.550000	3.000000	14.500000
11/12/2015	12:49:46	352.550000	3.000000	14.500000
11/12/2015	12:49:46	364.730000	3.000000	14.500000
11/12/2015	12:49:46	364.730000	3.000000	14.500000
11/12/2015	12:49:46	364.730000	3.000000	14.500000
11/12/2015	12:49:46	364.730000	3.000000	14.500000
11/12/2015	12:49:47	364.730000	3.000000	14.500000
11/12/2015	12:49:47	364.730000	3.000000	14.500000
11/12/2015	12:49:47	364.730000	3.000000	14.500000
11/12/2015	12:49:47	364.730000	3.000000	14.500000
11/12/2015	12:49:47	364.730000	3.000000	14.500000
11/12/2015	12:49:48	364.730000	3.000000	14.500000
11/12/2015	12:49:48	364.730000	3.000000	14.500000
11/12/2015	12:49:48	364.730000	3.000000	14.500000
11/12/2015	12:49:48	364.730000	3.000000	14.500000
11/12/2015	12:49:49	364.730000	3.000000	14.500000
11/12/2015	12:49:49	364.730000	3.000000	14.500000
11/12/2015	12:49:49	364.730000	3.000000	14.500000
11/12/2015	12:49:49	364.730000	3.000000	14.500000
11/12/2015	12:49:49	364.730000	3.000000	14.500000
11/12/2015	12:49:50	364.730000	3.000000	14.500000
11/12/2015	12:49:50	364.730000	3.000000	14.500000
11/12/2015	12:49:50	387.460000	3.000000	14.500000
11/12/2015	12:49:50	387.460000	3.000000	14.500000
11/12/2015	12:49:50	387.460000	3.000000	14.500000
11/12/2015	12:49:51	387.460000	3.000000	14.500000
11/12/2015	12:49:51	387.460000	3.000000	14.500000
11/12/2015	12:49:51	387.460000	3.000000	14.500000
11/12/2015	12:49:51	387.460000	3.000000	14.500000
11/12/2015	12:49:51	387.460000	3.000000	14.500000
11/12/2015	12:49:52	387.460000	3.000000	14.500000
11/12/2015	12:49:52	387.460000	3.000000	14.500000
11/12/2015	12:49:52	387.460000	3.000000	14.500000
11/12/2015	12:49:52	387.460000	3.000000	14.500000
11/12/2015	12:49:52	387.460000	3.000000	14.500000
11/12/2015	12:49:53	387.460000	3.000000	14.500000
11/12/2015	12:49:53	387.460000	3.000000	14.500000
11/12/2015	12:49:53	387.460000	3.000000	14.500000
11/12/2015	12:49:53	387.460000	3.000000	14.500000
11/12/2015	12:49:53	387.460000	3.000000	14.500000
11/12/2015	12:49:54	387.460000	3.000000	14.500000
11/12/2015	12:50:18	1079.740000	1.000000	14.500000
11/12/2015	12:50:18	1079.740000	1.000000	14.500000
11/12/2015	12:50:18	1079.740000	1.000000	14.500000
11/12/2015	12:50:19	1079.740000	1.000000	14.500000
11/12/2015	12:50:19	1079.740000	1.000000	14.500000
11/12/2015	12:50:19	1079.740000	1.000000	14.500000
11/12/2015	12:50:19	1079.740000	1.000000	14.500000
11/12/2015	12:50:19	1079.740000	1.000000	14.500000
11/12/2015	12:50:20	1079.740000	1.000000	14.500000
11/12/2015	12:50:20	1079.740000	1.000000	14.500000
11/12/2015	12:50:20	1079.740000	1.000000	14.500000
11/12/2015	12:50:20	1079.740000	1.000000	14.500000
11/12/2015	12:50:20	1079.740000	1.000000	14.500000
11/12/2015	12:50:21	1079.740000	1.000000	14.500000
11/12/2015	12:50:21	1079.740000	1.000000	14.500000
11/12/2015	12:50:21	1079.740000	1.000000	14.500000
11/12/2015	12:50:21	1079.740000	1.000000	14.500000
11/12/2015	12:50:21	1079.740000	1.000000	14.500000
11/12/2015	12:50:22	1079.740000	1.000000	14.500000
11/12/2015	12:50:22	1084.980000	1.000000	14.500000
11/12/2015	12:50:22	1084.980000	1.000000	14.500000
11/12/2015	12:50:22	1084.980000	1.000000	14.500000
11/12/2015	12:50:22	1084.980000	1.000000	14.500000
11/12/2015	12:50:23	1084.980000	1.000000	14.500000
11/12/2015	12:50:23	1084.980000	1.000000	14.500000
11/12/2015	12:50:23	1084.980000	1.000000	14.500000
11/12/2015	12:50:23	1084.980000	1.000000	14.500000
11/12/2015	12:50:23	1084.980000	1.000000	14.500000
11/12/2015	12:50:24	1084.980000	1.000000	14.500000
11/12/2015	12:50:24	1084.980000	1.000000	14.500000
11/12/2015	12:50:24	1084.980000	1.000000	14.500000
11/12/2015	12:50:24	1084.980000	1.000000	14.500000
11/12/2015	12:50:24	1084.980000	1.000000	14.500000
11/12/2015	12:50:25	1084.980000	1.000000	14.500000
11/12/2015	12:50:25	1084.980000	1.000000	14.500000
11/12/2015	12:50:25	1084.980000	1.000000	14.500000
11/12/2015	12:50:25	1084.980000	1.000000	14.500000
11/12/2015	12:50:25	1084.980000	1.000000	14.500000
11/12/2015	12:50:26	1084.980000	1.000000	14.500000
11/12/2015	12:50:26	1084.980000	1.000000	14.500000
11/12/2015	12:50:26	1084.980000	1.000000	14.500000
11/12/2015	12:50:26	1084.980000	1.000000	14.500000
11/12/2015	12:50:27	1084.980000	1.000000	14.500000
11/12/2015	12:50:27	1084.980000	1.000000	14.500000
11/12/2015	12:50:27	1084.980000	1.000000	14.500000
11/12/2015	12:50:27	1084.980000	1.000000	14.500000
11/12/2015	12:50:27	1084.980000	1.000000	14.500000
11/12/2015	12:50:28	1084.980000	1.000000	14.500000
11/12/2015	12:50:28	1084.980000	1.000000	14.500000
11/12/2015	12:50:28	1084.980000	1.000000	14.500000
11/12/2015	12:50:28	1084.980000	1.000000	14.500000
11/12/2015	12:50:28	1084.980000	1.000000	14.500000
11/12/2015	12:50:29	1084.980000	1.000000	14.500000
11/12/2015	12:50:29	1084.980000	1.000000	14.500000
11/12/2015	12:50:29	1084.980000	1.000000	14.500000
